pos x,pos y,ori,major axis len,minor axis len,body area,fg area,img contrast,min fg dist,wing l x,wing l y,wing r x,wing r y,wing l ang,wing l len,wing r ang,wing r len,leg 1 x,leg 1 y,leg 2 x,leg 2 y,leg 3 x,leg 3 y,leg 4 x,leg 4 y,leg 5 x,leg 5 y,leg 6 x,leg 6 y,leg 1 ang,leg 2 ang,leg 3 ang,leg 4 ang,leg 5 ang,leg 6 ang,vel,ang_vel,min_wing_ang,max_wing_ang,mean_wing_length,axis_ratio,fg_body_ratio,contrast,dist_to_wall
448.97,301.8,0.25703,8.503,4.6877,30,36,1.2045,22.627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4801,0,NaN,NaN,NaN,1.8139,1.2,1.2045,2.8446
448.97,301.8,0.25703,8.503,4.6877,30,36,1.2045,22.627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4801,0.42715,NaN,NaN,NaN,1.7929,1.1823,1.1976,2.8446
449.9,301.74,0.22286,8.4326,4.8746,31,35,1.1771,24.042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.2888,1.5662,NaN,NaN,NaN,1.7592,1.1221,1.2176,2.7077
450.21,300.91,0.16591,8.7295,4.9516,33,34,1.3116,25.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1345,1.8509,NaN,NaN,NaN,1.7547,1.055,1.278,2.8759
450.21,300.91,0.16591,8.7295,4.9516,33,34,1.3116,25.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0891,1.0454,NaN,NaN,NaN,1.7693,1.053,1.2835,2.8759
451.12,300.79,0.13923,8.8184,4.9306,33,37,1.1994,24.759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8479,0.6671,NaN,NaN,NaN,1.7821,1.0758,1.2322,2.7568
451.12,300.79,0.13923,8.8184,4.9306,33,34,1.2185,25.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2671,1.3724,NaN,NaN,NaN,1.8192,1.053,1.2143,2.7568
451.42,300.67,0.22233,9.2111,4.8194,33,34,1.2207,25.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7252,2.0777,NaN,NaN,NaN,1.8806,1.0303,1.2209,2.7568
451.42,300.67,0.22233,9.2111,4.8194,33,34,1.2237,25.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.643,2.0777,NaN,NaN,NaN,1.8806,1.0455,1.2303,2.6493
452.12,300.79,0.13923,8.8184,4.9306,33,36,1.253,25.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7394,2.0777,NaN,NaN,NaN,1.8192,1.0758,1.2453,2.6493
