pos x,pos y,ori,major axis len,minor axis len,body area,fg area,img contrast,min fg dist,wing l x,wing l y,wing r x,wing r y,wing l ang,wing l len,wing r ang,wing r len,leg 1 x,leg 1 y,leg 2 x,leg 2 y,leg 3 x,leg 3 y,leg 4 x,leg 4 y,leg 5 x,leg 5 y,leg 6 x,leg 6 y,leg 1 ang,leg 2 ang,leg 3 ang,leg 4 ang,leg 5 ang,leg 6 ang,vel,ang_vel,min_wing_ang,max_wing_ang,mean_wing_length,axis_ratio,fg_body_ratio,contrast,dist_to_wall
415.11,39.964,1.116,7.1537,5.1687,28,29,1.4667,11.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0901,7.0404,NaN,NaN,NaN,1.3966,1.0362,1.4668,2.2773
414.93,40.133,0.99494,7.7502,5.149,30,31,1.437,11.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1621,6.9913,NaN,NaN,NaN,1.4503,1.0534,1.4381,2.2773
415.33,40.37,1.091,7.1207,5.0615,27,30,1.4117,11.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.577,4.1543,NaN,NaN,NaN,1.4936,1.0907,1.4144,2.2773
415.57,40.179,1.072,7.8617,4.7491,28,31,1.3971,10.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3479,1.6782,NaN,NaN,NaN,1.5933,1.1081,1.4,2.2075
415.57,40.179,1.072,7.8617,4.7491,28,31,1.3941,10.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33811,1.7908,NaN,NaN,NaN,1.5887,1.1092,1.3954,2.2075
415.42,40.462,1.1962,7.0064,5.0457,26,29,1.3961,10.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9486,4.5,NaN,NaN,NaN,1.4508,1.1017,1.395,2.2075
415.59,40.621,1.3078,7.3664,5.3738,29,31,1.3935,10.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6572,4.3429,NaN,NaN,NaN,1.3753,1.0806,1.3932,2.4108
415.59,40.621,1.3078,7.3664,5.3738,29,31,1.3898,10.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.60235,1.3953,NaN,NaN,NaN,1.3708,1.069,1.3903,2.4108
415.59,40.621,1.3078,7.3664,5.3738,29,31,1.388,9.8489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.92498,0.86185,NaN,NaN,NaN,1.3987,1.0595,1.3716,2.4108
415.44,40.938,1.2388,7.9317,5.3507,32,33,1.3208,9.8489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0082,3.0401,NaN,NaN,NaN,1.4176,1.0501,1.3565,2.4108
415.59,40.655,1.3441,7.2426,5.425,29,31,1.3965,9.8489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.76391,3.4946,NaN,NaN,NaN,1.3719,1.0595,1.3784,2.4108
415.59,40.655,1.3441,7.2426,5.425,29,31,1.4,9.8489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.84336,1.3164,NaN,NaN,NaN,1.335,1.069,1.4008,2.4108
415.59,40.655,1.3441,7.2426,5.425,29,31,1.4065,10.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,1.335,1.069,1.4052,2.4108
415.59,40.655,1.3441,7.2426,5.425,29,31,1.4078,10.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,1.335,1.069,1.4081,2.4108
415.59,40.655,1.3441,7.2426,5.425,29,31,1.4103,11.662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,1.335,1.069,1.4072,2.4108
415.59,40.655,1.3441,7.2426,5.425,29,31,1.4004,12.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,1.335,1.069,1.4013,2.4108
415.59,40.655,1.3441,7.2426,5.425,29,31,1.394,12.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.60154,1.7016,NaN,NaN,NaN,1.3591,1.0598,1.3861,2.4108
415.45,40.839,1.208,7.7467,5.4129,31,32,1.356,12.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6293,4.4565,NaN,NaN,NaN,1.4324,1.0414,1.3735,2.4748
415.35,40.968,1.2923,7.9639,5.1979,31,32,1.388,11.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4541,3.8081,NaN,NaN,NaN,1.5069,1.0323,1.38,2.4748
415.35,40.968,1.2923,7.9639,5.1979,31,32,1.388,11.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.42629,1.0532,NaN,NaN,NaN,1.5321,1.0323,1.388,2.4748
