pos x,pos y,ori,major axis len,minor axis len,body area,fg area,img contrast,min fg dist,wing l x,wing l y,wing r x,wing r y,wing l ang,wing l len,wing r ang,wing r len,leg 1 x,leg 1 y,leg 2 x,leg 2 y,leg 3 x,leg 3 y,leg 4 x,leg 4 y,leg 5 x,leg 5 y,leg 6 x,leg 6 y,leg 1 ang,leg 2 ang,leg 3 ang,leg 4 ang,leg 5 ang,leg 6 ang,vel,ang_vel,min_wing_ang,max_wing_ang,mean_wing_length,axis_ratio,fg_body_ratio,contrast,dist_to_wall
392.91,31.636,-2.4966,5.8594,5.2131,22,53,1.2776,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1483,0,NaN,NaN,NaN,1.124,2.4091,1.2776,2.5461
392.91,31.636,-2.4966,5.8594,5.2131,22,53,1.2776,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1483,18.013,NaN,NaN,NaN,1.1046,2.5152,1.2728,2.5461
392.56,31.889,-1.0556,5.156,4.9275,18,51,1.2584,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2965,36.025,NaN,NaN,NaN,1.0658,2.7273,1.268,2.5461
392.56,31.889,-1.0556,5.156,4.9275,18,51,1.2777,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.332,35.771,NaN,NaN,NaN,1.0828,2.744,1.2682,2.5461
392.9,31.762,0.36509,5.873,4.926,21,52,1.2588,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.98207,53.276,NaN,NaN,NaN,1.1193,2.6548,1.268,2.5461
392.56,31.889,-1.0556,5.156,4.9275,18,51,1.2768,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.98207,53.276,NaN,NaN,NaN,1.0828,2.744,1.272,2.5461
392.56,31.889,-1.0556,5.156,4.9275,18,51,1.2754,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,35.517,NaN,NaN,NaN,1.0828,2.744,1.271,2.5461
392.9,31.762,0.36509,5.873,4.926,21,52,1.2565,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9641,35.517,NaN,NaN,NaN,1.1558,2.5655,1.2589,2.5461
392.9,31.762,0.36509,5.873,4.926,21,52,1.247,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.98207,17.759,NaN,NaN,NaN,1.1922,2.4762,1.25,2.5461
392.9,31.762,0.36509,5.873,4.926,21,52,1.2494,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,1.1922,2.4762,1.2472,2.5461
392.9,31.762,0.36509,5.873,4.926,21,52,1.2429,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.29001,2.5177,NaN,NaN,NaN,1.1913,2.4594,1.2463,2.5461
392.86,31.864,0.5665,5.9391,4.998,22,53,1.25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.58003,5.0353,NaN,NaN,NaN,1.1893,2.4259,1.241,2.5461
392.86,31.864,0.5665,5.9391,4.998,22,53,1.2209,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.29001,2.5177,NaN,NaN,NaN,1.1883,2.4091,1.2286,2.5461
392.86,31.864,0.5665,5.9391,4.998,22,53,1.2228,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1.1102e-14,NaN,NaN,NaN,1.1883,2.4091,1.224,2.5461
392.86,31.864,0.5665,5.9391,4.998,22,53,1.2298,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1.1102e-14,NaN,NaN,NaN,1.1883,2.4091,1.2262,2.5461
392.86,31.864,0.5665,5.9391,4.998,22,53,1.2223,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17201,6.2197,NaN,NaN,NaN,1.1751,2.4568,1.2375,2.5461
392.8,31.85,0.068924,5.5791,4.9133,20,52,1.2754,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.34402,12.439,NaN,NaN,NaN,1.1487,2.5398,1.2584,2.5461
392.8,31.85,0.068924,5.5791,4.9133,20,51,1.2606,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.81698,20.276,NaN,NaN,NaN,1.1132,2.6194,1.2728,2.5461
392.56,31.889,-1.0556,5.156,4.9275,18,50,1.2946,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.65419,42.17,NaN,NaN,NaN,1.0909,2.6639,1.2768,2.5461
